"","Loop_number","No_loop","Loop"
"240",9,0,1
"241",3,0,1
"242",0,0,1
"243",18,0,1
"244",0,0,1
"245",0,0,1
"246",0,0,1
"247",4,0,1
"248",0,0,1
"249",4,0,1
"250",0,0,1
"251",1,0,1
"252",0,0,1
"253",0,0,1
"254",4,0,1
"255",1,0,1
"256",3,0,1
"257",0,0,1
"258",2,0,1
"259",5,0,1
"260",2,0,1
"261",0,0,1
"262",1,0,1
"263",2,0,1
"264",0,0,1
"265",3,0,1
"266",0,0,1
"267",0,0,1
"268",0,0,1
"269",0,0,1
"270",0,0,1
"271",2,0,1
"272",0,0,1
"273",0,0,1
"274",0,0,1
"275",1,0,1
"276",0,0,1
"277",1,0,1
"278",0,0,1
"279",0,0,1
"280",3,0,1
"281",1,0,1
"282",0,0,1
"283",0,0,1
"284",1,0,1
"285",0,0,1
"286",18,0,1
"287",1,0,1
"288",11,0,1
"289",15,0,1
"290",5,0,1
"291",7,0,1
"292",6,0,1
"293",3,0,1
"294",13,0,1
"295",9,0,1
"296",10,0,1
"297",25,0,1
"298",0,0,1
"299",12,0,1
"300",3,0,1
"301",0,0,1
"302",0,0,1
"303",0,0,1
"304",0,0,1
"305",0,0,1
"306",0,0,1
"307",1,0,1
"308",0,0,1
"309",1,0,1
"310",0,0,1
"311",1,0,1
"312",1,0,1
"313",0,0,1
"314",0,0,1
"315",0,0,1
"316",0,0,1
"317",0,0,1
"318",0,0,1
"319",1,0,1
"320",1,0,1
"321",0,0,1
"322",0,0,1
"323",0,0,1
"324",0,0,1
"325",2,0,1
"326",2,0,1
"327",0,0,1
"328",7,0,1
"329",1,0,1
"330",4,0,1
"331",3,0,1
"332",0,0,1
"333",2,0,1
"334",1,0,1
"335",0,0,1
"336",1,0,1
"337",2,0,1
"338",3,0,1
"339",0,0,1
"340",2,0,1
"341",1,0,1
"342",3,0,1
"343",2,0,1
"344",2,0,1
"345",0,0,1
"346",1,0,1
"347",0,0,1
"348",0,0,1
"349",0,0,1
"350",1,0,1
"351",13,0,1
"352",2,0,1
"353",7,0,1
"354",0,0,1
"355",12,0,1
"356",0,0,1
"357",1,0,1
"358",3,0,1
"359",7,0,1
"360",9,0,1
"361",4,0,1
"362",6,0,1
"363",10,0,1
"364",1,0,1
"365",0,0,1
"366",3,0,1
"367",4,0,1
"368",4,0,1
"369",0,0,1
"370",3,0,1
"371",7,0,1
"372",0,0,1
"373",0,0,1
"374",1,0,1
"375",4,0,1
"376",3,0,1
"377",1,0,1
"378",3,0,1
"379",0,0,1
"380",4,0,1
"381",1,0,1
"382",9,0,1
"383",0,0,1
"384",24,0,1
"385",4,0,1
"386",0,0,1
"387",3,0,1
"388",2,0,1
"389",3,0,1
"390",3,0,1
"391",3,0,1
"392",2,0,1
"393",0,0,1
"394",1,0,1
"395",2,0,1
"396",0,0,1
"397",0,0,1
"398",4,0,1
"399",1,0,1
"400",2,0,1
"401",0,0,1
"402",1,0,1
"403",2,0,1
"404",1,0,1
"405",1,0,1
"406",2,0,1
"407",1,0,1
"408",1,0,1
"409",2,0,1
"410",3,0,1
"411",0,0,1
"412",14,0,1
"413",1,0,1
"414",0,0,1
"415",0,0,1
"416",0,0,1
"417",0,0,1
"418",0,0,1
"419",1,0,1
"420",1,0,1
"421",0,0,1
"422",0,0,1
"423",9,0,1
"424",0,0,1
"425",19,0,1
"426",30,0,1
"427",9,0,1
"428",2,0,1
"429",5,0,1
"430",2,0,1
"431",0,0,1
"432",0,0,1
"433",5,0,1
"434",0,0,1
"435",2,0,1
"436",1,0,1
"437",4,0,1
"438",0,0,1
"439",5,0,1
"440",3,0,1
"441",0,0,1
"442",1,0,1
"443",0,0,1
"444",1,0,1
"445",0,0,1
"446",4,0,1
"447",0,0,1
"448",3,0,1
"449",0,0,1
"450",0,0,1
"451",1,0,1
"452",0,0,1
"453",5,0,1
"454",2,0,1
"455",3,0,1
"456",3,0,1
"457",1,0,1
"458",6,0,1
"459",6,0,1
"460",0,0,1
"461",4,0,1
"462",0,0,1
"463",0,0,1
"464",1,0,1
"465",3,0,1
"466",1,0,1
"467",0,0,1
"468",0,0,1
"469",0,0,1
"470",0,0,1
"471",0,0,1
"472",1,0,1
"473",0,0,1
"474",26,0,1
"475",4,0,1
"476",3,0,1
"477",2,0,1
"478",13,0,1
"479",2,0,1
"480",0,0,1
"481",2,0,1
"482",1,0,1
"483",6,0,1
"484",1,0,1
"485",5,0,1
"486",1,0,1
"487",0,0,1
"488",0,0,1
"489",0,0,1
"490",0,0,1
"491",0,0,1
"492",0,0,1
"493",0,0,1
"494",0,0,1
"495",0,0,1
"496",0,0,1
"497",0,0,1
"498",1,0,1
"499",0,0,1
"500",8,0,1
"501",0,0,1
"502",0,0,1
"503",1,0,1
"504",0,0,1
"505",0,0,1
"506",0,0,1
"507",0,0,1
"508",0,0,1
"509",0,0,1
"510",0,0,1
"511",0,0,1
"512",4,0,1
"513",6,0,1
"514",0,0,1
"515",5,0,1
"516",0,0,1
"517",4,0,1
"518",3,0,1
"519",0,0,1
"520",1,0,1
"521",1,0,1
"522",4,0,1
"523",0,0,1
"524",2,0,1
"525",0,0,1
"526",11,0,1
"527",11,0,1
"528",0,0,1
"529",1,0,1
"530",2,0,1
"531",1,0,1
"532",1,0,1
"533",1,0,1
"534",1,0,1
"535",2,0,1
"536",1,0,1
"537",1,0,1
"538",3,0,1
"539",0,0,1
"540",1,0,1
"541",0,0,1
"542",0,0,1
"543",0,0,1
"544",0,0,1
"545",0,0,1
"546",4,0,1
"547",0,0,1
"548",1,0,1
"549",0,0,1
"550",0,0,1
"551",0,0,1
"552",0,0,1
"553",1,0,1
"554",0,0,1
"555",1,0,1
"556",0,0,1
"557",0,0,1
"558",0,0,1
"559",0,0,1
"560",1,0,1
"561",2,0,1
"562",1,0,1
"563",2,0,1
"564",1,0,1
"565",0,0,1
"566",0,0,1
"567",0,0,1
"568",0,0,1
"569",0,0,1
"570",0,0,1
"571",0,0,1
"572",0,0,1
"573",0,0,1
"574",0,0,1
"575",0,0,1
"576",0,0,1
"577",0,0,1
"578",3,0,1
"579",0,0,1
"580",1,0,1
"581",0,0,1
"582",1,0,1
"583",2,0,1
"584",0,0,1
"585",2,0,1
"586",0,0,1
"587",1,0,1
"588",0,0,1
"589",0,0,1
"590",0,0,1
"591",1,0,1
"592",3,0,1
"593",0,0,1
"594",5,0,1
"595",2,0,1
"596",1,0,1
"597",4,0,1
"598",0,0,1
"599",4,0,1
"600",0,0,1
"601",0,0,1
"602",2,0,1
"603",2,0,1
"604",3,0,1
"605",1,0,1
"606",0,0,1
"607",3,0,1
"608",3,0,1
"609",15,0,1
"610",6,0,1
"611",1,0,1
"612",0,0,1
"613",9,0,1
"614",2,0,1
"615",0,0,1
"616",0,0,1
"617",0,0,1
"618",0,0,1
"619",0,0,1
"620",0,0,1
"621",3,0,1
"622",4,0,1
"623",1,0,1
"624",3,0,1
"625",1,0,1
"626",0,0,1
"627",1,0,1
"628",1,0,1
"629",0,0,1
"630",2,0,1
"631",4,0,1
"632",0,0,1
"633",1,0,1
"634",1,0,1
"635",0,0,1
"636",1,0,1
"637",0,0,1
"638",0,0,1
"639",0,0,1
"640",0,0,1
"641",1,0,1
"642",4,0,1
"643",10,0,1
"644",4,0,1
"645",1,0,1
"646",3,0,1
"647",0,0,1
"648",4,0,1
"649",0,0,1
"650",0,0,1
"651",11,0,1
"652",0,0,1
"653",0,0,1
"654",3,0,1
"655",4,0,1
"656",1,0,1
"657",1,0,1
"658",1,0,1
"659",1,0,1
"660",1,0,1
"661",2,0,1
"662",1,0,1
"663",0,0,1
"664",0,0,1
"665",1,0,1
"666",0,0,1
"667",3,0,1
"668",65,0,1
"669",4,0,1
"670",1,0,1
"671",1,0,1
"672",0,0,1
"673",0,0,1
"674",0,0,1
"675",1,0,1
"676",0,0,1
"677",0,0,1
"678",1,0,1
"679",0,0,1
"680",0,0,1
"681",4,0,1
"682",2,0,1
"683",0,0,1
"684",0,0,1
"685",0,0,1
"686",0,0,1
"687",0,0,1
"688",0,0,1
"689",0,0,1
"690",0,0,1
"691",1,0,1
"692",0,0,1
"693",1,0,1
"694",2,0,1
"695",3,0,1
"696",0,0,1
"697",9,0,1
"698",4,0,1
"699",7,0,1
"700",0,0,1
"701",7,0,1
"702",0,0,1
"703",4,0,1
"704",0,0,1
"705",1,0,1
"706",1,0,1
"707",6,0,1
"708",0,0,1
"709",4,0,1
"710",2,0,1
"711",1,0,1
"712",1,0,1
"713",1,0,1
"714",0,0,1
"715",1,0,1
"716",2,0,1
"717",2,0,1
"718",1,0,1
"719",1,0,1
"720",0,0,1
"721",6,0,1
"722",0,0,1
"723",5,0,1
"724",0,0,1
"725",0,0,1
"726",0,0,1
"727",1,0,1
"728",0,0,1
"729",0,0,1
"730",1,0,1
"731",0,0,1
"732",0,0,1
"733",0,0,1
"734",4,0,1
"735",4,0,1
"736",0,0,1
"737",5,0,1
"738",1,0,1
"739",1,0,1
"740",4,0,1
"741",1,0,1
"742",1,0,1
"743",0,0,1
"744",0,0,1
"745",1,0,1
"746",0,0,1
"747",1,0,1
"748",5,0,1
"749",0,0,1
"750",1,0,1
"751",0,0,1
"752",0,0,1
"753",0,0,1
"754",0,0,1
"755",0,0,1
"756",0,0,1
"757",0,0,1
"758",0,0,1
"759",1,0,1
"760",0,0,1
"761",4,0,1
"762",0,0,1
"763",31,0,1
"764",1,0,1
"765",0,0,1
"766",4,0,1
"767",0,0,1
"768",0,0,1
"769",0,0,1
"770",1,0,1
"771",0,0,1
"772",2,0,1
"773",0,0,1
"774",2,0,1
"775",13,0,1
"776",3,0,1
"777",0,0,1
"778",11,0,1
"779",1,0,1
"780",1,0,1
"781",0,0,1
"782",2,0,1
"783",3,0,1
"784",0,0,1
"785",3,0,1
"786",2,0,1
"787",2,0,1
"788",0,0,1
"789",0,0,1
"790",0,0,1
"791",0,0,1
"792",2,0,1
"793",0,0,1
"794",2,0,1
"795",1,0,1
"796",0,0,1
"797",0,0,1
"798",0,0,1
"799",1,0,1
"800",2,0,1
"801",0,0,1
"802",0,0,1
"803",2,0,1
"804",1,0,1
"805",5,0,1
"806",2,0,1
"807",0,0,1
"808",14,0,1
"809",1,0,1
"810",0,0,1
"811",3,0,1
"812",1,0,1
"813",0,0,1
"814",1,0,1
"815",1,0,1
"816",4,0,1
"817",0,0,1
"818",0,0,1
"819",3,0,1
"820",2,0,1
"821",1,0,1
"822",4,0,1
"823",1,0,1
"824",1,0,1
"825",16,0,1
"826",7,0,1
"827",4,0,1
"828",0,0,1
"829",3,0,1
"830",4,0,1
"831",7,0,1
"832",23,0,1
"833",4,0,1
"834",0,0,1
"835",0,0,1
"836",0,0,1
"837",0,0,1
"838",0,0,1
"839",0,0,1
"840",0,0,1
"841",0,0,1
"842",0,0,1
"843",0,0,1
"844",0,0,1
"845",0,0,1
"846",1,0,1
"847",0,0,1
"848",2,0,1
"849",2,0,1
"850",0,0,1
"851",0,0,1
"852",3,0,1
"853",0,0,1
"854",0,0,1
"855",0,0,1
"856",0,0,1
"857",1,0,1
"858",0,0,1
"859",0,0,1
"860",0,0,1
"861",0,0,1
"862",0,0,1
"863",0,0,1
"864",26,0,1
"865",0,0,1
"866",4,0,1
"867",1,0,1
"868",0,0,1
"869",0,0,1
"870",0,0,1
"871",0,0,1
"872",0,0,1
"873",1,0,1
"874",1,0,1
"875",1,0,1
"876",2,0,1
"877",4,0,1
"878",7,0,1
"879",7,0,1
"880",0,0,1
"881",4,0,1
"882",5,0,1
"883",2,0,1
"884",12,0,1
"885",7,0,1
"886",9,0,1
"887",24,0,1
"888",0,0,1
"889",8,0,1
"890",8,0,1
"891",3,0,1
"892",0,0,1
"893",0,0,1
"894",0,0,1
"895",0,0,1
"896",1,0,1
"897",2,0,1
"898",0,0,1
"899",0,0,1
"900",2,0,1
"901",0,0,1
"902",0,0,1
"903",2,0,1
"904",0,0,1
"905",0,0,1
"906",1,0,1
"907",4,0,1
"908",0,0,1
"909",2,0,1
"910",0,0,1
"911",1,0,1
"912",0,0,1
"913",1,0,1
"914",5,0,1
"915",0,0,1
"916",1,0,1
"917",8,0,1
"918",1,0,1
"919",0,0,1
"920",9,0,1
"921",16,0,1
"922",2,0,1
"923",6,0,1
"924",3,0,1
"925",3,0,1
"926",0,0,1
"927",1,0,1
"928",1,0,1
"929",0,0,1
"930",0,0,1
"931",0,0,1
"932",1,0,1
"933",2,0,1
"934",4,0,1
"935",0,0,1
"936",0,0,1
"937",4,0,1
"938",2,0,1
"939",2,0,1
"940",3,0,1
"941",2,0,1
"942",0,0,1
"943",0,0,1
"944",6,0,1
"945",0,0,1
"946",0,0,1
"947",0,0,1
"948",6,0,1
"949",0,0,1
"950",0,0,1
"951",1,0,1
"952",0,0,1
"953",2,0,1
"954",0,0,1
"955",1,0,1
"956",0,0,1
"957",2,0,1
"958",0,0,1
"959",0,0,1
"960",0,0,1
"961",1,0,1
"962",0,0,1
"963",0,0,1
"964",0,0,1
"965",0,0,1
"966",0,0,1
"967",0,0,1
"968",0,0,1
"969",0,0,1
"970",1,0,1
"971",2,0,1
"972",0,0,1
"973",2,0,1
"974",0,0,1
"975",1,0,1
"976",0,0,1
"977",1,0,1
"978",0,0,1
"979",1,0,1
"980",5,0,1
"981",0,0,1
"982",24,0,1
"983",10,0,1
"984",0,0,1
"985",3,0,1
"986",1,0,1
"987",4,0,1
"988",2,0,1
"989",2,0,1
"990",0,0,1
"991",0,0,1
"992",0,0,1
"993",2,0,1
"994",4,0,1
"995",0,0,1
"996",0,0,1
"997",0,0,1
"998",3,0,1
"999",0,0,1
"1000",3,0,1
"1001",1,0,1
"1002",6,0,1
"1003",0,0,1
"1004",4,0,1
"1005",7,0,1
"1006",0,0,1
"1007",0,0,1
"1008",11,0,1
"1009",3,0,1
"1010",3,0,1
"1011",2,0,1
"1012",0,0,1
"1013",0,0,1
"1014",0,0,1
"1015",0,0,1
"1016",0,0,1
"1017",1,0,1
"1018",0,0,1
"1019",0,0,1
"1020",3,0,1
"1021",0,0,1
"1022",7,0,1
"1023",0,0,1
"1024",0,0,1
"1025",1,0,1
"1026",0,0,1
"1027",0,0,1
"1028",1,0,1
"1029",0,0,1
"1030",0,0,1
"1031",0,0,1
"1032",1,0,1
"1033",2,0,1
"1034",3,0,1
"1035",0,0,1
"1036",2,0,1
"1037",0,0,1
"1038",1,0,1
"1039",4,0,1
"1040",10,0,1
"1041",1,0,1
"1042",11,0,1
"1043",1,0,1
"1044",6,0,1
"1045",1,0,1
"1046",23,0,1
"1047",0,0,1
"1048",2,0,1
"1049",0,0,1
"1050",0,0,1
"1051",2,0,1
"1052",3,0,1
"1053",1,0,1
"1054",3,0,1
"1055",2,0,1
"1056",0,0,1
"1057",4,0,1
"1058",3,0,1
"1059",0,0,1
"1060",0,0,1
"1061",0,0,1
"1062",0,0,1
"1063",0,0,1
"1064",0,0,1
"1065",1,0,1
"1066",0,0,1
"1067",0,0,1
"1068",1,0,1
"1069",0,0,1
"1070",2,0,1
"1071",7,0,1
"1072",0,0,1
"1073",20,0,1
"1074",1,0,1
"1075",0,0,1
"1076",0,0,1
"1077",0,0,1
"1078",2,0,1
"1079",2,0,1
"1080",2,0,1
"1081",0,0,1
"1082",1,0,1
"1083",0,0,1
"1084",0,0,1
"1085",7,0,1
"1086",0,0,1
"1087",16,0,1
"1088",3,0,1
"1089",0,0,1
"1090",2,0,1
"1091",5,0,1
"1092",8,0,1
"1093",0,0,1
"1094",0,0,1
"1095",1,0,1
"1096",10,0,1
"1097",0,0,1
"1098",4,0,1
"1099",0,0,1
"1100",6,0,1
"1101",15,0,1
"1102",0,0,1
"1103",0,0,1
"1104",6,0,1
"1105",5,0,1
"1106",10,0,1
"1107",9,0,1
"1108",8,0,1
"1109",12,0,1
"1110",2,0,1
"1111",8,0,1
"1112",7,0,1
"1113",1,0,1
"1114",1,0,1
"1115",0,0,1
"1116",5,0,1
"1117",8,0,1
"1118",13,0,1
"1119",1,0,1
"1120",0,0,1
"1121",3,0,1
"1122",2,0,1
"1123",10,0,1
"1124",11,0,1
"1125",0,0,1
"1126",2,0,1
"1127",4,0,1
"1128",5,0,1
"1129",6,0,1
"1130",10,0,1
"1131",7,0,1
"1132",0,0,1
"1133",6,0,1
"1134",0,0,1
"1135",0,0,1
"1136",1,0,1
"1137",1,0,1
"1138",0,0,1
"1139",0,0,1
"1140",5,0,1
"1141",0,0,1
"1142",1,0,1
"1143",3,0,1
"1144",0,0,1
"1145",0,0,1
"1146",1,0,1
"1147",0,0,1
"1148",0,0,1
"1149",0,0,1
"1150",0,0,1
"1151",0,0,1
"1152",0,0,1
"1153",0,0,1
"1154",1,0,1
"1155",4,0,1
"1156",0,0,1
"1157",1,0,1
"1158",0,0,1
"1159",0,0,1
"1160",0,0,1
"1161",1,0,1
"1162",1,0,1
"1163",3,0,1
"1164",0,0,1
"1165",3,0,1
"1166",1,0,1
"1167",0,0,1
"1168",7,0,1
"1169",0,0,1
"1170",2,0,1
"1171",16,0,1
"1172",2,0,1
"1173",1,0,1
"1174",0,0,1
"1175",1,0,1
"1176",1,0,1
"1177",0,0,1
"1178",1,0,1
"1179",1,0,1
"1180",1,0,1
"1181",0,0,1
"1182",0,0,1
"1183",14,0,1
"1184",0,0,1
"1185",9,0,1
"1186",2,0,1
"1187",5,0,1
"1188",2,0,1
"1189",0,0,1
"1190",2,0,1
"1191",3,0,1
"1192",0,0,1
"1193",4,0,1
"1194",1,0,1
"1195",2,0,1
"1196",13,0,1
"1197",9,0,1
"1198",8,0,1
"1199",0,0,1
"1200",2,0,1
"1201",0,0,1
"1202",1,0,1
"1203",2,0,1
"1204",2,0,1
"1205",1,0,1
"1206",0,0,1
"1207",1,0,1
"1208",0,0,1
"1209",3,0,1
"1210",2,0,1
"1211",0,0,1
"1212",1,0,1
"1213",3,0,1
"1214",0,0,1
"1215",1,0,1
"1216",0,0,1
"1217",0,0,1
"1218",1,0,1
"1219",8,0,1
"1220",0,0,1
"1221",2,0,1
"1222",2,0,1
"1223",1,0,1
"1224",0,0,1
"1225",0,0,1
"1226",3,0,1
"1227",1,0,1
"1228",1,0,1
"1229",1,0,1
"1230",0,0,1
"1231",1,0,1
"1232",2,0,1
"1233",0,0,1
"1234",1,0,1
"1235",1,0,1
"1236",0,0,1
"1237",1,0,1
"1238",1,0,1
"1239",2,0,1
"1240",0,0,1
"1241",5,0,1
"1242",0,0,1
"1243",1,0,1
"1244",0,0,1
"1245",1,0,1
"1246",0,0,1
"1247",1,0,1
"1248",0,0,1
"1249",0,0,1
"1250",0,0,1
"1251",1,0,1
"1252",0,0,1
"1253",0,0,1
"1254",0,0,1
"1255",0,0,1
"1256",8,0,1
"1257",0,0,1
"1258",6,0,1
"1259",7,0,1
"1260",1,0,1
"1261",5,0,1
"1262",8,0,1
"1263",1,0,1
"1264",9,0,1
"1265",2,0,1
"1266",1,0,1
"1267",6,0,1
"1268",1,0,1
"1269",9,0,1
"1270",4,0,1
"1271",9,0,1
"1272",0,0,1
"1273",3,0,1
"1274",3,0,1
"1275",0,0,1
"1276",0,0,1
"1277",10,0,1
"1278",2,0,1
"1279",3,0,1
"1280",1,0,1
"1281",2,0,1
"1282",0,0,1
"1283",12,0,1
"1284",7,0,1
"1285",0,0,1
"1286",24,0,1
"1287",4,0,1
"1288",0,0,1
"1289",9,0,1
"1290",5,0,1
"1291",9,0,1
"1292",9,0,1
"1293",2,0,1
"1294",1,0,1
"1295",6,0,1
"1296",0,0,1
"1297",0,0,1
"1298",22,0,1
"1299",0,0,1
"1300",0,0,1
"1301",0,0,1
"1302",1,0,1
"1303",0,0,1
"1304",0,0,1
"1305",0,0,1
"1306",0,0,1
"1307",0,0,1
"1308",2,0,1
"1309",1,0,1
"1310",5,0,1
"1311",0,0,1
"1312",5,0,1
"1313",0,0,1
"1314",3,0,1
"1315",1,0,1
"1316",2,0,1
"1317",0,0,1
"1318",2,0,1
"1319",1,0,1
"1320",4,0,1
"1321",4,0,1
"1322",3,0,1
"1323",0,0,1
"1324",7,0,1
"1325",1,0,1
"1326",1,0,1
"1327",0,0,1
"1328",4,0,1
"1329",0,0,1
"1330",3,0,1
"1331",0,0,1
"1332",0,0,1
"1333",0,0,1
"1334",1,0,1
"1335",0,0,1
"1336",0,0,1
"1337",0,0,1
"1338",0,0,1
"1339",3,0,1
"1340",4,0,1
"1341",3,0,1
"1342",0,0,1
"1343",6,0,1
"1344",0,0,1
"1345",1,0,1
"1346",0,0,1
"1347",1,0,1
"1348",2,0,1
"1349",0,0,1
"1350",0,0,1
"1351",1,0,1
"1352",2,0,1
"1353",1,0,1
"1354",1,0,1
"1355",1,0,1
"1356",1,0,1
"1357",0,0,1
"1358",1,0,1
"1359",0,0,1
"1360",7,0,1
"1361",0,0,1
"1362",10,0,1
"1363",1,0,1
"1364",0,0,1
"1365",0,0,1
"1366",0,0,1
"1367",0,0,1
"1368",0,0,1
"1369",0,0,1
"1370",1,0,1
"1371",0,0,1
"1372",1,0,1
"1373",0,0,1
"1374",0,0,1
"1375",0,0,1
"1376",1,0,1
"1377",0,0,1
"1378",0,0,1
"1379",1,0,1
"1380",0,0,1
"1381",0,0,1
"1382",0,0,1
"1383",12,0,1
"1384",1,0,1
"1385",2,0,1
"1386",0,0,1
"1387",0,0,1
"1388",3,0,1
"1389",0,0,1
"1390",0,0,1
"1391",0,0,1
"1392",0,0,1
"1393",1,0,1
"1394",0,0,1
"1395",3,0,1
"1396",1,0,1
"1397",0,0,1
"1398",0,0,1
"1399",0,0,1
"1400",1,0,1
"1401",0,0,1
"1402",0,0,1
"1403",1,0,1
"1404",2,0,1
"1405",1,0,1
"1406",2,0,1
"1407",1,0,1
"1408",1,0,1
"1409",0,0,1
"1410",10,0,1
"1411",0,0,1
"1412",0,0,1
"1413",0,0,1
"1414",0,0,1
"1415",0,0,1
"1416",1,0,1
"1417",1,0,1
"1418",0,0,1
"1419",1,0,1
"1420",0,0,1
"1421",2,0,1
"1422",0,0,1
"1423",0,0,1
"1424",4,0,1
"1425",1,0,1
"1426",0,0,1
"1427",0,0,1
"1428",0,0,1
"1429",1,0,1
"1430",0,0,1
"1431",0,0,1
"1432",1,0,1
"1433",0,0,1
"1434",0,0,1
"1435",9,0,1
"1436",8,0,1
"1437",1,0,1
"1438",0,0,1
"1439",1,0,1
"1440",0,0,1
"1441",0,0,1
"1442",0,0,1
"1443",1,0,1
"1444",2,0,1
"1445",1,0,1
"1446",0,0,1
"1447",1,0,1
"1448",1,0,1
"1449",0,0,1
"1450",9,0,1
"1451",2,0,1
"1452",1,0,1
"1453",0,0,1
"1454",0,0,1
"1455",1,0,1
"1456",0,0,1
"1457",2,0,1
"1458",0,0,1
"1459",4,0,1
"1460",0,0,1
"1461",0,0,1
"1462",2,0,1
"1463",0,0,1
"1464",1,0,1
"1465",0,0,1
"1466",4,0,1
"1467",1,0,1
"1468",0,0,1
"1469",4,0,1
"1470",2,0,1
"1471",3,0,1
"1472",0,0,1
"1473",1,0,1
"1474",1,0,1
"1475",2,0,1
"1476",2,0,1
"1477",1,0,1
"1478",0,0,1
"1479",7,0,1
"1480",6,0,1
"1481",1,0,1
"1482",0,0,1
"1483",0,0,1
"1484",0,0,1
"1485",0,0,1
"1486",0,0,1
"1487",1,0,1
"1488",1,0,1
"1489",0,0,1
"1490",0,0,1
"1491",0,0,1
"1492",1,0,1
"1493",1,0,1
"1494",2,0,1
"1495",1,0,1
"1496",1,0,1
